Gender,University,Age,Type_of_Residence,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Primary_Guardian,Motivation_Level,University_Selection_Method,University_Choice_Reason,Program_Choice_Personal,Program_Satisfaction_Level,Living_Arrangement,Travel_Time_,Study_Hours_Per_Week,Failed_Classes,Num_Failed_Classes,Extra_Support_University,Changed_Major,Reason_Changed_Major,Considered_Dropout,Reason_Considered_Dropout,Adjustment_Issues,Adjustment_Difficulty,Stress_Frequency,Made_Friends,Hangout_Frequency,Social_Activity_Frequency,Extracurricular_Participation,Free_Time,Classmate_Cooperation,Mentor_Support,Internet_At_Home,In_Relationship,Relationship_Satisfaction,Family_Relationships,Overall_Health,Bullying_Frequency,PartTime_Job,Absences_Semester,Average_CGPA,CGPA_Satisfaction
F,BAU,23,R,LE3,A,4,3,Housewife , Doctor,Brother,4,Own choice,Reputation,Yes,3,In university halls,5,3,No,0,No,No,No,No,Health issues,Homesickness,3,Often,No,3,Never,No,2,4,4,Yes,No,,5,4,Never,No,0,3.69,1
F,BAU,21,R,GT3,A,3,3,Housewife ,Businessman ,Father,4,Referred by someone,Course,No,3,In university halls,10,3,No,,No,No,,No,,Homesickness,3,Often,No,2,Rarely,No,1,2,2,Yes,No,,3,2,Sometimes,No,15,3.592,3
F,BAU,22,U,GT3,A,4,4,Housewife,Teacher,Father,3,Own choice,Course,Yes,3,In university halls,30,4,No,,No,No,,No,,Difficulty making friends,3,Often,Yes,3,Rarely,No,2,4,4,Yes,No,,5,4,Rarely,No,0,3.799,4
M,BAU,22,U,GT3,A,4,4,Doctor,Doctor,Father,5,Own choice,Course,No,4,In university halls,30,3,Yes,3,No,No,,No,,Homesickness,4,Often,Yes,3,Sometimes,No,5,4,3,Yes,No,,4,2,Rarely,No,0,3.34,2
M,DIU,21,U,GT3,A,1,1,Housewife ,Farmer,Father,3,Own choice,Reputation,Yes,4,In university halls,20,3,No,0,Yes,No,,No,,Homesickness,4,Often,Yes,4,Very Often,Yes,3,5,5,Yes,Yes,4,5,2,Often,Yes,0,3.97,4
M,DIU,22,U,GT3,A,3,3,Housewife ,Migrate worker,Father,3,Own choice,Course,Yes,4,In university halls,10,4,No,,No,No,,No,,No major issues,3,Often,Yes,3,Rarely,No,3,3,4,Yes,No,,5,3,Never,No,0,3.25,1
M,DIU,21,U,GT3,A,4,4,Housewife ,Teacher ,Father,5,Own choice,Course,Yes,4,In university halls,20,3,No,,Yes,No,,No,,No major issues,2,Sometimes,Yes,3,Rarely,Yes,4,4,5,Yes,No,,5,4,Never,No,0,3.93,3
M,DIU,21,U,GT3,A,3,3,Housewife ,Service holder ,Father,2,Own choice,,Yes,3,In university halls,30,3,No,,Yes,No,,No,,Homesickness,3,Often,No,2,Never,No,1,3,2,Yes,No,,5,3,Sometimes,No,1,3,1
M,AUST,21,U,GT3,A,4,3,Housewife ,Businessman ,Father,3,Own choice,Reputation,Yes,4,Private accommodation,120,3,No,,No,No,,No,,Difficulty understanding academic content,4,Always,No,1,Never,No,1,2,2,Yes,No,,4,1,Never,No,20,2.5,1
M,DIU,25,U,GT3,A,4,4,Housewife ,Advocate  ,Father,5,Own choice,Reputation,Yes,5,In university halls,20,3,No,0,Yes,No,,No,,Homesickness,4,Sometimes,Yes,3,Rarely,Yes,3,2,3,Yes,No,1,5,5,Never,No,4,3.5,3
M,DIU,20,R,GT3,T,3,3,Housewife,Police Constable ,Father,2,Own choice,Course,Yes,5,Private accommodation,120,3,No,0,No,No,,No,Personal reasons,No major issues,2,Sometimes,No,1,Sometimes,Yes,1,3,3,Yes,No,1,5,3,Never,No,0,4,4
M,DIU,22,R,GT3,A,4,4,Housewife ,Teacher ,Father,3,Own choice,Course,Yes,3,In university halls,15,1,No,0,Yes,No,Lack of interest in the original major,No,Health issues,Homesickness,3,Sometimes,Yes,4,Never,No,4,3,2,Yes,No,1,4,3,Sometimes,Yes,15,3.57,3
M,DIU,20,U,GT3,A,3,3,Housewife,Businessman,Father,4,Own choice,Course,Yes,4,With family,120,1,Yes,,Yes,Yes,Difficulty in previous courses,No,Financial problems,Difficulty making friends,4,Sometimes,Yes,4,Sometimes,Yes,3,4,4,Yes,Yes,5,5,5,Sometimes,Yes,0,3.5,4
M,DIU,24,R,GT3,A,4,4,Housewife,Govt job ,Father,4,Referred by someone,Reputation,Yes,3,In university halls,90,1,No,,Yes,No,,No,,No major issues,1,Always,Yes,5,Never,No,5,5,3,Yes,No,,5,2,Rarely,No,2,3.58,1
M,BUFT,20,U,GT3,T,4,0,Housewife,Migrate worker,Mother,3,Own choice,Course,Yes,4,In university halls,10,3,Yes,,No,Yes,Personal or family reasons,No,Personal reasons,Difficulty making friends,4,Sometimes,Yes,4,Sometimes,No,5,3,3,Yes,No,,5,4,Rarely,No,6,3.3,3
M,DIU,20,R,GT3,A,3,4,Housewife,Businessman ,Father,4,Own choice,Course,Yes,3,In university halls,20,2,Yes,1,No,No,,Yes,Health issues,Difficulty understanding academic content,2,Sometimes,Yes,2,Never,No,5,4,2,Yes,Yes,5,5,4,Sometimes,No,1,,1
M,DIU,23,U,GT3,A,4,4,Teacher ,Businessman,Mother,4,Own choice,Course,Yes,4,In university halls,20,2,No,,Yes,No,,No,,No major issues,3,Rarely,No,4,Sometimes,No,3,3,3,Yes,No,,5,5,Rarely,No,0,3.25,3
M,DIU,23,U,GT3,A,4,4,Housewife ,Banker,Father,4,Referred by someone,Reputation,Yes,3,In university halls,10,3,No,0,Yes,No,,No,,No major issues,3,Sometimes,Yes,3,Often,Yes,3,3,3,Yes,No,,5,4,Never,No,1,3.72,4
M,NSU,20,U,GT3,A,4,4,Housewife,Businessman,Father,1,Own choice,Reputation,Yes,1,Private accommodation,20,3,No,,No,No,,Yes,,Homesickness,5,Often,No,3,Never,No,4,2,3,Yes,No,,1,3,Never,No,0,3.24,3
M,DIU,21,U,GT3,A,4,4,Housewife ,Teacher ,Father,1,Own choice,Course,Yes,3,In university halls,20,1,No,,No,No,,No,,No major issues,1,Rarely,Yes,4,Rarely,Yes,4,3,3,Yes,No,,5,4,Never,No,1,3.5,3
M,DIU,21,U,GT3,A,4,4,Teacher,Govt job ,Father,3,Referred by someone,Near Home,Yes,3,Private accommodation,120,3,No,1,No,No,Personal or family reasons,No,Personal reasons,Homesickness,2,Rarely,Yes,3,Sometimes,Yes,3,3,3,Yes,Yes,4,5,5,Rarely,Yes,0,3.3,3
M,DIU,20,U,GT3,A,2,3,Housewife,Service holder ,Father,1,Referred by someone,Reputation,No,1,In university halls,20,1,No,,Yes,No,Recommendation from academic advisor,Yes,Family responsibilities,Homesickness,5,Never,Yes,1,Never,Yes,1,1,1,No,No,,5,1,Often,No,1,,1
M,DIU,19,R,GT3,A,2,3,Housewife,Farmer,Father,2,Referred by someone,Course & beautiful campus,Yes,4,In university halls,20,2,No,0,Yes,No,No,No,No,No major issues,2,Sometimes,Yes,2,Never,No,5,1,2,Yes,No,1,5,5,Never,No,3,,5
M,DIU,21,U,GT3,A,4,4,Manager,ADM,Father,4,Own choice,Campus & waiver,Yes,3,In university halls,20,4,No,,Yes,No,,No,,No major issues,2,Sometimes,Yes,4,Rarely,No,3,2,3,Yes,No,,5,3,Never,No,2,3.5,1
M,DIU,24,U,GT3,A,4,4,Service holder,Service holder,Father,3,Referred by someone,Near Home,Yes,3,In university halls,20,4,No,0,Yes,No,,No,Financial problems,No major issues,3,Sometimes,Yes,2,Rarely,No,4,3,4,Yes,No,,4,2,Rarely,No,3,3.84,3
M,BUFT,20,U,GT3,A,2,2,Teacher,Teacher,Both,1,Own choice,Reputation,Yes,2,In university halls,30,2,No,0,Yes,No,Lack of interest in the original major,Yes,Academic difficulties,Homesickness,2,Rarely,Yes,2,Sometimes,No,5,4,3,No,Yes,3,2,3,Rarely,Yes,0,3.5,1
M,DIU,25,R,LE3,A,3,4,Housewife ,Teacher ,Father,4,Own choice,Course,Yes,3,In university halls,10,1,No,,Yes,No,,No,Academic difficulties,No major issues,1,Never,Yes,2,Never,No,1,4,3,Yes,No,,5,3,Rarely,No,0,3.3,5
M,DIU,21,R,GT3,A,4,4,Teacher,Businessman,Father,1,Own choice,Course,Yes,1,In university halls,10,3,No,,Yes,No,,No,,Difficulty understanding academic content,1,Never,Yes,5,Sometimes,Yes,2,5,5,Yes,No,1,5,3,Never,Yes,15,3.4,5
M,DIU,23,U,GT3,A,4,4,Housewife ,Migrate worker,Mother,3,Own choice,Reputation,Yes,3,In university halls,30,3,No,0,No,No,Better career opportunities in the new major,No,Personal reasons,No major issues,3,Sometimes,Yes,4,Rarely,Yes,3,4,4,Yes,Yes,3,3,3,Sometimes,No,0,3.86,5
M,DIU,20,U,GT3,A,4,4,Housewife ,Teacher ,Father,4,Own choice,Reputation,Yes,3,In university halls,10,4,No,,Yes,No,,No,,No major issues,3,Sometimes,Yes,4,Sometimes,No,3,4,5,Yes,No,,5,3,Never,No,10,4.62,3
M,DIU,21,U,GT3,A,4,4,Housewife,Teacher,Father,4,Own choice,Course,Yes,4,Private accommodation,10,3,No,,No,No,,No,,No major issues,2,Never,Yes,2,Rarely,Yes,2,4,4,Yes,No,,5,4,Never,No,0,3.93,3
M,DIU,24,U,LE3,A,4,4,Teacher,Businessman ,Father,4,Own choice,Beautiful campus,Yes,3,In university halls,20,4,Yes,0,No,No,,Yes,Health issues,Difficulty understanding academic content,3,Sometimes,Yes,5,Sometimes,Yes,3,3,1,Yes,Yes,4,4,4,Never,No,3,3.05,2
M,DIU,21,R,GT3,A,3,4,Housewife,Service holder ,Mother,4,Own choice,Reputation,Yes,3,In university halls,10,1,No,,Yes,No,,No,,No major issues,1,Always,Yes,4,Never,No,5,2,4,Yes,No,,5,3,Rarely,No,2,,1
M,DIU,24,U,GT3,A,3,4,Housewife,Banker,Father,4,Own choice,Near Home,Yes,1,In university halls,12,1,No,,Yes,No,,Yes,,No major issues,2,Sometimes,Yes,3,Sometimes,Yes,5,2,1,Yes,No,,5,3,Never,No,20,3.75,1
M,DIU,22,U,GT3,A,4,4,Housewife ,Govt job ,Father,3,Own choice,Course,Yes,3,In university halls,10,2,No,,Yes,No,,Yes,,Difficulty making friends,3,Often,Yes,4,Sometimes,No,2,1,2,Yes,No,,4,3,Sometimes,No,0,3.6,4
M,DIU,23,U,GT3,A,3,4,Housewife ,Businessman ,Father,3,Own choice,Near Home,Yes,2,In university halls,10,2,No,0,No,No,,No,,No major issues,1,Sometimes,Yes,4,Rarely,Yes,3,2,4,Yes,No,,5,4,Never,No,7,3.53,4
M,DIU,23,U,GT3,A,3,4,Banker,Teacher ,Father,4,Own choice,Reputation,Yes,5,In university halls,30,4,No,0,Yes,No,,No,,Homesickness,4,Often,Yes,3,Very Often,Yes,3,3,4,Yes,No,,4,3,Rarely,No,0,3.97,4
M,IUBAT,22,U,GT3,A,4,4,Housewife ,Teacher ,Father,2,Own choice,Course,Yes,3,With family,30,2,Yes,2,Yes,Yes,Better career opportunities in the new major,Yes,Personal reasons,No major issues,3,Sometimes,Yes,2,Sometimes,Yes,2,2,2,Yes,No,2,4,4,Never,No,0,3:50,3
M,DIU,20,U,GT3,A,4,4,Housewife,corporate farm,Father,3,Referred by someone,Course,Yes,3,Private accommodation,120,2,Yes,3,No,Yes,Difficulty in previous courses,Yes,Health issues,Homesickness,3,Sometimes,Yes,3,Sometimes,Yes,3,3,3,Yes,No,1,5,3,Sometimes,No,0,3,3
M,DIU,23,U,GT3,A,1,2,Housewife,Businessman,Father,4,Own choice,Reputation,Yes,4,With family,120,3,No,,Yes,No,,No,,No major issues,1,Rarely,Yes,4,Rarely,Yes,3,4,4,Yes,No,,5,4,Never,Yes,0,3.96,4
M,DIU,21,U,GT3,T,2,4,Housewife,Teacher,Father,2,Own choice,Course,Yes,4,With family,240,2,No,0,Yes,No,,No,,No major issues,4,Often,Yes,3,Rarely,No,3,3,3,Yes,No,,4,4,Never,No,1,3.35,3
M,"Leading university, Sylhet ",21,R,LE3,A,3,4,Housewife ,Businessman,Mother,2,Own choice,Course,Yes,2,Private accommodation,60,2,No,,No,No,,No,,Difficulty making friends,4,Sometimes,Yes,1,Rarely,No,1,3,3,Yes,No,,5,3,Never,No,5,3.13,2
M,DIU,23,U,LE3,T,4,3,Teacher ,Police ,Father,3,Referred by someone,Reputation,Yes,3,In university halls,30,2,Yes,0,Yes,Yes,Better career opportunities in the new major,Yes,Academic difficulties,Difficulty understanding academic content,3,Sometimes,No,3,Sometimes,Yes,3,3,3,Yes,No,3,1,2,Sometimes,No,3,3.2,1
M,DU,20,U,GT3,A,3,1,Housewife,Businessman,Father,5,Own choice,Reputation,Yes,5,In university halls,30,3,No,,No,No,,No,,Homesickness,3,Rarely,Yes,2,Rarely,No,3,3,5,Yes,No,,5,4,Never,No,10,3.7,3
M,DIU,19,U,GT3,A,4,4,Business ,Corporate farm,Mother,3,Referred by someone,Credit transfer ,No,4,Private accommodation,10,3,No,,No,No,Better career opportunities in the new major,No,,Homesickness,3,Sometimes,Yes,2,Sometimes,Yes,3,3,4,Yes,No,,4,4,Never,No,0,,5
M,DIU,21,U,GT3,A,2,2,Housewife,Businessman ,Father,4,Own choice,Reputation,Yes,4,In university halls,20,4,No,,Yes,No,Difficulty in previous courses,Yes,Health issues,No major issues,4,Sometimes,Yes,2,Sometimes,Yes,1,2,3,Yes,Yes,4,3,2,Rarely,No,10,3.91,2
M,DIU,23,U,GT3,A,2,3,Housewife ,Businessman ,Father,4,Own choice,Course,Yes,5,Private accommodation,30,3,No,,Yes,No,Personal or family reasons,Yes,Personal reasons,Homesickness,5,Often,Yes,4,Often,Yes,1,2,1,Yes,No,2,2,2,Never,Yes,4,3.78,4
M,DIU,21,U,GT3,A,4,3,Housewife,Businessman ,Father,3,Referred by someone,Course,Yes,3,In university halls,10,3,No,0,Yes,No,,No,,Difficulty understanding academic content,4,Sometimes,Yes,4,Sometimes,Yes,3,3,3,Yes,Yes,4,4,4,Sometimes,No,1,3.5,2
M,DIU,23,R,GT3,A,4,4,Housewife,Doctor,Father,1,Own choice,Waiver,No,1,In university halls,10,1,Yes,3,Yes,No,,Yes,Lack of interest in the program,Difficulty understanding academic content,5,Always,No,5,Sometimes,Yes,5,1,1,Yes,Yes,5,5,3,Always,Yes,15,3.48,5
M,DIU,22,U,GT3,A,3,3,Housewife ,Migrate worker,Father,4,Own choice,Course,Yes,4,With family,10,3,No,0,Yes,No,,No,,Difficulty understanding academic content,3,Sometimes,Yes,4,Never,Yes,1,5,4,Yes,Yes,5,5,4,Never,No,3,3.15,1
M,DIU,25,U,GT3,A,2,3,Housewife ,Businessman ,Father,2,Referred by someone,Waiver ,Yes,2,With family,120,1,No,0,Yes,No,Better career opportunities in the new major,No,Family responsibilities,Difficulty understanding academic content,3,Sometimes,Yes,3,Sometimes,No,3,3,3,Yes,No,1,3,3,Never,No,15,,3
M,DIU,20,U,GT3,T,3,4,Housewife ,Service holder ,Father,4,Referred by someone,Reputation,Yes,3,With family,120,2,No,,No,No,Personal or family reasons,No,Family responsibilities,Difficulty understanding academic content,3,Sometimes,No,5,Very Often,No,4,3,2,Yes,No,5,3,2,Often,No,0,4,3
M,DIU,20,R,GT3,A,3,4,Housewife,Businessman ,Father,4,Own choice,Course,Yes,3,In university halls,20,2,Yes,1,No,No,,Yes,Health issues,Difficulty understanding academic content,2,Sometimes,Yes,2,Never,No,5,4,2,Yes,Yes,5,5,4,Sometimes,No,1,,1
F,JKKNIU ,19,U,GT3,A,0,0,Housewife ,Garments worker,Father,2,Own choice,Near Home,Yes,1,Private accommodation,20,2,No,0,No,Yes,Better career opportunities in the new major,No,Poor teaching or learning environment,Difficulty understanding academic content,2,Sometimes,Yes,2,Never,No,3,3,3,Yes,No,1,4,3,Never,No,0,3.4,2
M,DIU,26,U,GT3,A,4,4,Housewife,Govt job ,Father,1,Own choice,Reputation,Yes,1,With family,240,2,Yes,1,No,Yes,Difficulty in previous courses,No,Academic difficulties,Difficulty making friends,1,Sometimes,Yes,5,Very Often,Yes,5,1,1,Yes,Yes,5,5,5,Always,Yes,25,2.5,5
M,JKKNIU ,21,R,GT3,A,1,1,Housewife ,Driver ,Father,4,Own choice,Near Home,Yes,4,Private accommodation,180,4,No,,No,No,,No,,No major issues,3,Sometimes,Yes,4,Often,Yes,4,4,4,Yes,No,,5,4,Never,No,0,3.5,3
M,DIU,24,U,GT3,A,4,4,Service holder,Service holder,Father,3,Referred by someone,Near Home,Yes,3,In university halls,20,4,No,0,Yes,No,,No,Financial problems,No major issues,3,Sometimes,Yes,2,Rarely,No,4,3,4,Yes,No,,4,2,Rarely,No,3,3.84,3
M,DIU,24,U,GT3,A,4,4,Teacher ,Govt job ,Father,3,Own choice,Reputation,No,2,Private accommodation,20,2,Yes,3,Yes,No,,No,Personal reasons,Difficulty understanding academic content,3,Sometimes,No,4,Often,Yes,3,3,3,Yes,Yes,3,2,3,Never,Yes,5,2.7,2
M,BUFT,20,U,GT3,T,4,0,Housewife,Foreigner ,Mother,3,Own choice,Course,Yes,4,In university halls,10,3,Yes,,No,Yes,Personal or family reasons,No,Personal reasons,Difficulty making friends,4,Sometimes,Yes,4,Sometimes,No,5,3,3,Yes,No,,5,4,Rarely,No,6,3.3,3
M,DIU,21,U,GT3,A,3,4,Housewife,Migrate worker,Father,3,Own choice,Course,Yes,4,With family,90,1,No,0,No,No,,No,,No major issues,2,Never,Yes,2,Rarely,Yes,1,4,4,Yes,No,,4,4,Never,No,1,,1
F,Institute science and technology,23,U,GT3,A,4,4,Housewife,Businessman,Father,4,Own choice,Near Home,Yes,4,With family,120,1,No,,No,No,,Yes,Financial problems,No major issues,1,Sometimes,Yes,2,Rarely,No,1,5,5,Yes,Yes,4,5,3,Never,Yes,15,3.02,4
M,DIU,25,U,GT3,A,4,4,Housewife,Service holder,Father,3,Referred by someone,Near Home,No,4,With family,150,2,No,0,Yes,No,,No,Family responsibilities,Difficulty making friends,3,Rarely,Yes,1,Never,No,1,1,3,Yes,No,,3,1,Sometimes,No,0,3.93,3
M,Primeasia ,27,U,GT3,A,3,4,Housewife ,Farmer,Father,1,Referred by someone,Course,Yes,1,Private accommodation,30,4,No,,Yes,No,,No,,No major issues,2,Never,Yes,4,Never,Yes,1,4,2,Yes,No,2,5,1,Never,Yes,0,3.41,5
F,DIU,19,R,GT3,A,1,1,Housewife ,,Father,2,Own choice,Course,Yes,1,In university halls,,3,No,,Yes,No,Difficulty in previous courses,No,Financial problems,No major issues,1,Never,Yes,1,Sometimes,Yes,1,1,1,Yes,No,,2,1,Never,Yes,,,1
M,DIU,21,U,GT3,A,4,4,Housewife ,Businessman,Father,1,Own choice,Near Home,Yes,3,With family,180,1,No,,Yes,No,,No,Family responsibilities,No major issues,5,Always,Yes,1,Never,No,1,3,5,Yes,No,,2,2,Never,Yes,20,3.82,2
M,DIU,23,R,LE3,A,3,4,Teacher,Govt Job,Father,4,Referred by someone,Course,Yes,4,Private accommodation,10,1,Yes,3,Yes,No,no,Yes,Poor teaching or learning environment,Difficulty making friends,4,Often,Yes,5,Rarely,No,4,2,1,Yes,Yes,4,4,3,Rarely,Yes,5,3.3,2
M,DIU,22,U,GT3,A,3,4,Housewife,Businessman,Father,4,Referred by someone,Reputation,Yes,3,Private accommodation,120,4,No,,No,No,Better career opportunities in the new major,No,Financial problems,No major issues,3,Often,Yes,4,Often,No,1,4,3,Yes,No,,3,3,Rarely,No,7,2.79,1
M,DIU,23,U,GT3,A,3,3,Housewife,Service holder,Father,4,Referred by someone,Reputation,Yes,3,With family,120,2,No,,Yes,No,,No,,Difficulty making friends,1,Often,Yes,2,Never,Yes,1,4,4,Yes,No,,5,4,Sometimes,Yes,8,3.63,5
M,DIU,20,R,GT3,T,3,3,Housewife,Police Constable ,Father,2,Own choice,Course,Yes,5,Private accommodation,120,3,No,0,No,No,,No,Personal reasons,No major issues,2,Sometimes,No,1,Sometimes,Yes,1,3,3,Yes,No,1,5,3,Never,No,0,4,4
F,Jkkniu ,20,U,GT3,A,4,3,Housewife ,Football couch ,Father,3,Own choice,Near Home,Yes,3,Private accommodation,10,2,No,,No,No,,No,,Homesickness,3,Sometimes,Yes,5,Sometimes,No,5,4,5,Yes,No,,4,3,Never,No,2,3.5,5
M,DIU,23,U,GT3,A,3,3,Housewife ,Businessman ,Father,3,Own choice,Near Home,Yes,3,With family,60,2,No,,Yes,No,,No,,Difficulty making friends,3,Sometimes,Yes,4,Rarely,No,3,3,2,Yes,No,,5,3,Rarely,No,5,3,2
F,BUFT,21,U,LE3,T,4,4,Teacher ,Teacher ,Mother,3,Own choice,Course,Yes,2,Private accommodation,30,3,Yes,1,No,No,,Yes,Difficulty adjusting to university life,Difficulty making friends,4,Often,Yes,3,Never,No,2,3,3,Yes,No,,4,3,Rarely,No,1,,4
F,DIU,23,R,GT3,A,2,3,Housewife,Doctor,Father,4,Referred by someone,Course,Yes,5,Private accommodation,10,3,No,,No,No,Personal or family reasons,No,Health issues,No major issues,3,Never,Yes,4,Often,Yes,4,5,5,Yes,Yes,5,5,4,Never,No,4,3.5,4
F,DIU,21,U,LE3,A,3,4,Housewife ,Govt job ,Mother,2,Own choice,Course,Yes,4,With family,10,3,No,0,No,Yes,Better career opportunities in the new major,No,None ,Difficulty making friends,3,Sometimes,Yes,4,Very Often,Yes,4,4,1,Yes,No,1,5,4,Sometimes,No,0,3,1
M,DIU,22,U,GT3,A,4,4,Housewife,Govt job ,Father,4,Own choice,Reputation,Yes,4,Private accommodation,120,2,No,,No,Yes,Better career opportunities in the new major,No,,Homesickness,4,Often,Yes,2,Rarely,Yes,1,2,3,Yes,Yes,4,5,4,Never,Yes,3,3.42,3
M,DIU,23,U,GT3,T,3,4,Housewife ,Businessman ,Father,4,Own choice,Reputation,Yes,5,In university halls,5,3,No,0,Yes,No,,Yes,Health issues,Homesickness,3,Always,Yes,5,Often,Yes,1,3,2,Yes,Yes,3,5,3,Sometimes,No,0,3.91,4
M,DIU,24,U,GT3,A,3,4,Housewife ,Service holder,Father,3,Own choice,Near Home,Yes,4,With family,150,1,No,0,Yes,No,Sometimes lacking interest in the original major ,No,Never considered to drop ,Difficulty understanding academic content,2,Sometimes,Yes,3,Rarely,No,2,3,1,Yes,No,3,3,4,Never,No,1,3.49,2
M,DIU,22,U,GT3,T,4,4,Housewife ,Businessman,Father,4,Own choice,Course,Yes,4,With family,120,2,No,0,Yes,No,,No,,No major issues,2,Sometimes,Yes,3,Sometimes,No,4,3,4,Yes,Yes,4,3,3,Rarely,No,0,3.8,3
M,DIU,24,U,GT3,A,3,4,Housewife,Teacher ,Father,4,Own choice,Playing field ,Yes,3,Private accommodation,20,1,No,,Yes,No,,No,,No major issues,1,Sometimes,Yes,3,Sometimes,Yes,3,3,3,Yes,No,,5,4,Never,No,0,4.46,4
F,DIU,23,U,GT3,A,4,4,Housewife,Account Manager ,Father,3,Own choice,Course,Yes,4,With family,120,3,No,0,Yes,No,Personal or family reasons,No,Health issues,No major issues,3,Sometimes,Yes,2,Rarely,Yes,1,1,3,Yes,No,1,5,2,Never,Yes,10,3.6,1
M,DIU,28,U,GT3,A,4,4,Housewife,Service holder,Father,1,By mistake,Referred by seniors,Yes,1,In university halls,20,1,Yes,3,No,Yes,Lack of interest in the original major,Yes,Poor teaching or learning environment,Difficulty understanding academic content,4,Always,Yes,5,Sometimes,No,2,2,2,Yes,Yes,5,4,3,Sometimes,No,3,2.7,3
F,JKKNIU ,19,R,LE3,A,1,0,Housewife ,Farmer ,Father,5,Own choice,Reputation,Yes,5,With family,15,4,No,0,No,No,Personal or family reasons,No,Financial problems,No major issues,4,Never,Yes,2,Rarely,No,2,5,5,Yes,No,1,5,5,Never,No,2,,3
M,DIU,22,U,LE3,A,1,4,Housewife,Teacher,Father,3,Own choice,Course,Yes,3,Private accommodation,120,3,Yes,1,No,No,,No,,Difficulty making friends,4,Sometimes,No,5,Sometimes,No,2,3,5,Yes,No,1,5,1,Never,No,20,3,1
M,DIU,20,U,GT3,T,3,4,Housewife ,Service holder ,Father,4,Referred by someone,Reputation,Yes,3,With family,120,2,No,,No,No,Personal or family reasons,No,Family responsibilities,Difficulty understanding academic content,3,Sometimes,No,5,Very Often,No,4,3,2,Yes,No,5,3,2,Often,No,0,4,3
M,DIU,23,U,LE3,T,4,4,Marketer,Businessman ,Mother,2,Referred by someone,Near Home,No,2,With family,20,3,No,,Yes,No,,Yes,Difficulty adjusting to university life,Homesickness,4,Sometimes,No,2,Never,No,1,3,3,Yes,No,,1,2,Sometimes,Yes,0,3.29,2
F,JKKNIU ,21,R,GT3,A,2,2,Housewife ,Govt job ,Father,2,Own choice,Near Home,No,2,With family,240,2,No,,No,No,,No,,Difficulty making friends,4,Often,No,1,Never,No,1,3,3,Yes,No,,4,2,Rarely,Yes,2,,5
M,DIU,24,R,GT3,A,3,4,Housewife,School Teacher ,Father,3,Referred by someone,Waiver Policy,Yes,3,In university halls,30,2,No,0,Yes,No,,No,Financial problems,Homesickness,4,Sometimes,Yes,4,Sometimes,No,1,3,3,Yes,No,,5,4,Rarely,No,0,3.71,4
M,DIU,23,U,LE3,T,4,3,Teacher ,Police ,Father,3,Referred by someone,Reputation,Yes,3,In university halls,30,2,Yes,0,Yes,Yes,Better career opportunities in the new major,Yes,Academic difficulties,Difficulty understanding academic content,3,Sometimes,No,3,Sometimes,Yes,3,3,3,Yes,No,3,1,2,Sometimes,No,3,3.2,1
F,JKKNIU ,20,R,GT3,A,3,3,Housewife ,Businessman ,Father,5,Own choice,Near Home,No,1,Private accommodation,60,2,No,,No,No,,No,,Difficulty understanding academic content,4,Sometimes,Yes,5,Often,No,3,4,5,Yes,No,,5,3,Never,No,0,3,2
F,DIU,24,U,GT3,A,3,4,Hom maker,Businessman,Father,4,Own choice,Course,Yes,3,In university halls,20,1,No,,Yes,No,,No,,Homesickness,3,Often,Yes,5,Sometimes,Yes,3,3,3,Yes,Yes,5,5,4,Never,No,0,3.88,3
M,JUST,23,R,GT3,A,3,4,Housewife,corporate farm,Father,3,Own choice,Reputation,Yes,3,With family,40,2,No,,Yes,No,,No,,Difficulty making friends,3,Often,Yes,2,Rarely,No,3,3,3,Yes,No,,3,3,Sometimes,No,3,3.23,3
M,MU,25,U,GT3,A,4,4,Teacher ,Businessman,Father,3,Referred by someone,Near Home,Yes,3,Private accommodation,120,2,Yes,5,Yes,No,,No,,No major issues,3,Sometimes,Yes,3,Rarely,Yes,3,3,2,Yes,No,,4,1,Never,No,10,3.12,2
M,BUFT,21,U,GT3,A,4,4,Housewife,Service holder ,Father,5,Own choice,Course,Yes,5,With family,60,1,No,0,No,Yes,Better career opportunities in the new major,No,Personal reasons,Homesickness,5,Never,No,5,Never,No,5,5,5,Yes,No,1,5,5,Always,No,2,3.5,5
F,DIU,24,U,GT3,A,4,4,Housewife ,Service holder ,My uncle,3,Referred by someone,Reputation,Yes,2,In university halls,10,1,No,,No,No,,Yes,Financial problems,Difficulty understanding academic content,4,Always,Yes,2,Rarely,No,2,2,2,Yes,No,,3,2,Never,Yes,5,3.62,1
M,DIU,28,U,GT3,A,4,4,Housewife,Service holder ,Father,1,By mistake,Referred by seniors,Yes,1,In university halls,20,1,Yes,3,No,Yes,Lack of interest in the original major,Yes,Poor teaching or learning environment,Difficulty understanding academic content,4,Always,Yes,5,Sometimes,No,2,2,2,Yes,Yes,5,4,3,Sometimes,No,3,2.7,3
F,JKKNIU ,19,R,LE3,A,1,0,Housewife ,Farmer ,Father,5,Own choice,Reputation,Yes,5,With family,15,4,No,0,No,No,Personal or family reasons,No,Financial problems,No major issues,4,Never,Yes,2,Rarely,No,2,5,5,Yes,No,1,5,5,Never,No,2,,3
